N,P,APE,kappa,runtime,K,dt,runFile
100,10000,1.43486,6540070000000.0,0.167853,110.0,0.01,0
125,10000,0.682063,7790920000000.0,0.216335,110.0,0.008,0
400,10000,1.27886,22099100000000.0,0.688626,110.0,0.0025,0
500,10000,0.779862,26421000000000.0,0.851791,110.0,0.002,0
1000,10000,0.458422,53060900000000.0,1.71856,110.0,0.001,0
5000,10000,0.46245,262100000000000.0,9.68445,110.0,0.0002,0
5,10000,1.89649,1122130000000.0,0.008334,110.0,0.2,0
10,10000,1.5742,1659140000000.0,0.0182709,110.0,0.1,0
100,10000,1.1822,6336830000000.0,0.177638,110.0,0.01,0
125,10000,1.56356,7678330000000.0,0.208927,110.0,0.008,0
400,10000,0.33136,21981100000000.0,0.685707,110.0,0.0025,0
500,10000,0.2429,26335400000000.0,0.866602,110.0,0.002,0
1000,10000,0.010595,52029300000000.0,1.74938,110.0,0.001,0
5000,10000,1.30732,253473000000000.0,9.68199,110.0,0.0002,0
5,10000,0.868721,1033760000000.0,0.0088417,110.0,0.2,0
10,10000,0.212978,1522950000000.0,0.0175853,110.0,0.1,0
100,10000,0.746086,6384570000000.0,0.170213,110.0,0.01,0
125,10000,0.565424,7482110000000.0,0.207909,110.0,0.008,0
400,10000,0.25704,21595600000000.0,0.687315,110.0,0.0025,0
500,10000,0.0332675,27623000000000.0,0.865967,110.0,0.002,0
1000,10000,0.643094,54361900000000.0,1.7538,110.0,0.001,0
5000,10000,0.414808,244632000000000.0,9.61266,110.0,0.0002,0
5,10000,2.68494,1095480000000.0,0.0084145,110.0,0.2,0
10,10000,1.7907,1611040000000.0,0.0176295,110.0,0.1,0
100,10000,0.151337,6524370000000.0,0.169648,110.0,0.01,0
125,10000,0.690954,7741990000000.0,0.206064,110.0,0.008,0
400,10000,0.118324,21454900000000.0,0.686885,110.0,0.0025,0
500,10000,0.859348,27542600000000.0,0.858281,110.0,0.002,0
1000,10000,0.00278711,52140500000000.0,1.78899,110.0,0.001,0
5000,10000,0.201778,254569000000000.0,9.79182,110.0,0.0002,0
5,10000,2.40459,1076500000000.0,0.0086229,110.0,0.2,0
10,10000,0.635637,1543000000000.0,0.018198,110.0,0.1,0
100,10000,0.0969818,6345970000000.0,0.168946,110.0,0.01,0
125,10000,0.390972,7564770000000.0,0.20919,110.0,0.008,0
400,10000,0.575449,21763800000000.0,0.687641,110.0,0.0025,0
500,10000,0.133278,25409700000000.0,0.87652,110.0,0.002,0
1000,10000,1.46443,51094400000000.0,1.73196,110.0,0.001,0
5000,10000,0.861486,244790000000000.0,9.71094,110.0,0.0002,0
5,10000,1.00378,1057110000000.0,0.0087232,110.0,0.2,0
10,10000,0.574544,1639040000000.0,0.0173297,110.0,0.1,0
100,10000,0.434479,6359410000000.0,0.174169,110.0,0.01,0
125,10000,0.485769,7410980000000.0,0.206292,110.0,0.008,0
400,10000,0.453438,22331600000000.0,0.685198,110.0,0.0025,0
500,10000,0.237159,26887200000000.0,0.875833,110.0,0.002,0
1000,10000,0.551113,53622800000000.0,1.71305,110.0,0.001,0
5000,10000,0.591118,270407000000000.0,9.64333,110.0,0.0002,0
5,10000,1.45287,1018640000000.0,0.0081883,110.0,0.2,0
10,10000,0.879513,1537010000000.0,0.0178787,110.0,0.1,0
100,10000,0.0458221,6084100000000.0,0.168295,110.0,0.01,0
125,10000,0.135282,7370670000000.0,0.213988,110.0,0.008,0
400,10000,0.552166,21376700000000.0,0.685304,110.0,0.0025,0
500,10000,0.545755,26821400000000.0,0.854388,110.0,0.002,0
1000,10000,1.37082,52050400000000.0,1.74918,110.0,0.001,0
5000,10000,0.659997,252439000000000.0,9.66933,110.0,0.0002,0
5,10000,2.75545,1067170000000.0,0.0084743,110.0,0.2,0
10,10000,0.386715,1585200000000.0,0.0173803,110.0,0.1,0
100,10000,0.3479,6277820000000.0,0.167347,110.0,0.01,0
125,10000,0.409447,7531260000000.0,0.221546,110.0,0.008,0
400,10000,0.757573,22421200000000.0,0.675372,110.0,0.0025,0
500,10000,1.13593,26567500000000.0,0.853047,110.0,0.002,0
1000,10000,0.404345,52933200000000.0,1.7243,110.0,0.001,0
5000,10000,0.378504,262900000000000.0,9.75301,110.0,0.0002,0
5,10000,0.951432,1071070000000.0,0.0086439,110.0,0.2,0
10,10000,1.73017,1639790000000.0,0.0180996,110.0,0.1,0
100,10000,0.222362,6352300000000.0,0.168809,110.0,0.01,0
125,10000,0.241194,7780720000000.0,0.214514,110.0,0.008,0
400,10000,0.692138,21815000000000.0,0.688619,110.0,0.0025,0
500,10000,0.327371,28105400000000.0,0.863904,110.0,0.002,0
1000,10000,0.0508551,53669000000000.0,1.73449,110.0,0.001,0
5000,10000,0.569571,256991000000000.0,9.66691,110.0,0.0002,0
5,10000,1.4885,1093100000000.0,0.008468,110.0,0.2,0
10,10000,1.05141,1549570000000.0,0.0179428,110.0,0.1,0
100,10000,0.184369,6186190000000.0,0.167674,110.0,0.01,0
125,10000,0.308404,7709630000000.0,0.208167,110.0,0.008,0
400,10000,0.498348,21330900000000.0,0.680361,110.0,0.0025,0
500,10000,1.25933,27406500000000.0,0.869101,110.0,0.002,0
1000,10000,0.625733,52705200000000.0,1.74229,110.0,0.001,0
5000,10000,0.0897047,255208000000000.0,9.67455,110.0,0.0002,0
5,10000,3.06946,1035330000000.0,0.008626,110.0,0.2,0
10,10000,1.62429,1585670000000.0,0.0178178,110.0,0.1,0
100,10000,0.477982,6284570000000.0,0.168787,110.0,0.01,0
125,10000,0.181303,7399470000000.0,0.205866,110.0,0.008,0
400,10000,0.543326,22159700000000.0,0.680833,110.0,0.0025,0
500,10000,0.432335,26293800000000.0,0.858214,110.0,0.002,0
1000,10000,0.337708,53099000000000.0,1.74501,110.0,0.001,0
5000,10000,0.0994761,263407000000000.0,9.67648,110.0,0.0002,0
5,10000,1.70126,1055940000000.0,0.0087563,110.0,0.2,0
10,10000,0.876703,1523700000000.0,0.0181871,110.0,0.1,0
100,10000,0.37607,6441350000000.0,0.166182,110.0,0.01,0
125,10000,0.823778,7689130000000.0,0.207673,110.0,0.008,0
400,10000,0.965429,22188000000000.0,0.681136,110.0,0.0025,0
500,10000,0.738792,26822600000000.0,0.852925,110.0,0.002,0
1000,10000,0.398005,54294600000000.0,1.76074,110.0,0.001,0
5000,10000,2.32987,260950000000000.0,9.69904,110.0,0.0002,0
5,10000,3.06698,1081200000000.0,0.0086657,110.0,0.2,0
10,10000,2.06113,1487220000000.0,0.0176605,110.0,0.1,0
100,10000,0.348464,6198350000000.0,0.168206,110.0,0.01,0
125,10000,0.563585,7566260000000.0,0.216677,110.0,0.008,0
400,10000,0.362794,21983500000000.0,0.678749,110.0,0.0025,0
500,10000,1.73715,27098300000000.0,0.862471,110.0,0.002,0
1000,10000,0.696425,52762700000000.0,1.73725,110.0,0.001,0
5000,10000,0.447747,254892000000000.0,9.7721,110.0,0.0002,0
5,10000,1.09509,1099550000000.0,0.0088984,110.0,0.2,0
10,10000,0.987867,1519230000000.0,0.0177162,110.0,0.1,0
100,10000,0.590056,6885480000000.0,0.168623,110.0,0.01,0
125,10000,0.572487,7339100000000.0,0.205751,110.0,0.008,0
400,10000,1.53059,21836300000000.0,0.674428,110.0,0.0025,0
500,10000,1.67303,27624800000000.0,0.855285,110.0,0.002,0
1000,10000,0.689299,56302500000000.0,1.7384,110.0,0.001,0
5000,10000,1.45805,252013000000000.0,9.6307,110.0,0.0002,0
5,10000,1.65111,1116870000000.0,0.008762,110.0,0.2,0
10,10000,0.548714,1562210000000.0,0.0187984,110.0,0.1,0
100,10000,0.027254,6133570000000.0,0.170651,110.0,0.01,0
125,10000,0.743777,7506180000000.0,0.204809,110.0,0.008,0
400,10000,0.747114,21322000000000.0,0.714953,110.0,0.0025,0
500,10000,0.23375,25990600000000.0,0.865597,110.0,0.002,0
1000,10000,0.0159306,51351500000000.0,1.75218,110.0,0.001,0
5000,10000,1.79958,259122000000000.0,9.65067,110.0,0.0002,0
5,10000,1.83057,1065970000000.0,0.0093114,110.0,0.2,0
10,10000,1.47792,1591050000000.0,0.0183828,110.0,0.1,0
100,10000,0.42866,6468320000000.0,0.180978,110.0,0.01,0
125,10000,0.679014,7271790000000.0,0.207789,110.0,0.008,0
400,10000,0.383704,22794000000000.0,0.682649,110.0,0.0025,0
500,10000,0.0296323,26753500000000.0,0.86095,110.0,0.002,0
1000,10000,0.033688,52926400000000.0,1.73953,110.0,0.001,0
5000,10000,0.189024,253159000000000.0,9.71579,110.0,0.0002,0
5,10000,0.997822,1077390000000.0,0.0082933,110.0,0.2,0
10,10000,0.0755216,1521480000000.0,0.0178008,110.0,0.1,0
100,10000,0.694918,6097360000000.0,0.168804,110.0,0.01,0
125,10000,0.812697,7551240000000.0,0.207973,110.0,0.008,0
400,10000,0.439887,21331700000000.0,0.680793,110.0,0.0025,0
500,10000,0.505379,26922100000000.0,0.878121,110.0,0.002,0
1000,10000,0.380367,52622000000000.0,1.78744,110.0,0.001,0
5000,10000,0.268937,251446000000000.0,9.72664,110.0,0.0002,0
5,10000,1.99544,1076210000000.0,0.0090145,110.0,0.2,0
10,10000,0.600578,1512770000000.0,0.0180252,110.0,0.1,0
100,10000,0.34047,6158450000000.0,0.167963,110.0,0.01,0
125,10000,0.832191,7517470000000.0,0.206338,110.0,0.008,0
400,10000,0.740042,21865200000000.0,0.685362,110.0,0.0025,0
500,10000,2.35043,26673100000000.0,0.897275,110.0,0.002,0
1000,10000,0.968268,50679300000000.0,1.77224,110.0,0.001,0
5000,10000,0.103329,254484000000000.0,9.73647,110.0,0.0002,0
5,10000,0.92569,1040260000000.0,0.0085724,110.0,0.2,0
10,10000,1.05762,1514130000000.0,0.0182124,110.0,0.1,0
100,10000,1.07782,6213050000000.0,0.175616,110.0,0.01,0
125,10000,0.772472,7472500000000.0,0.205472,110.0,0.008,0
400,10000,0.645987,22190400000000.0,0.675238,110.0,0.0025,0
500,10000,0.814743,26317200000000.0,0.850847,110.0,0.002,0
1000,10000,1.26938,53386700000000.0,1.73445,110.0,0.001,0
5000,10000,0.513616,257198000000000.0,9.74092,110.0,0.0002,0
5,10000,1.49165,1054340000000.0,0.0081535,110.0,0.2,0
10,10000,0.136495,1551070000000.0,0.0183094,110.0,0.1,0
100,10000,0.225244,6373660000000.0,0.166933,110.0,0.01,0
125,10000,1.27227,7647920000000.0,0.206326,110.0,0.008,0
400,10000,0.386601,22507100000000.0,0.703186,110.0,0.0025,0
500,10000,0.351352,27405500000000.0,0.847412,110.0,0.002,0
1000,10000,0.519522,52144600000000.0,1.73551,110.0,0.001,0
5000,10000,0.887851,248282000000000.0,9.54235,110.0,0.0002,0
5,10000,1.81644,1063690000000.0,0.009057,110.0,0.2,0
10,10000,0.489106,1676850000000.0,0.0178055,110.0,0.1,0
100,10000,0.660465,6372730000000.0,0.168212,110.0,0.01,0
125,10000,0.253737,7822330000000.0,0.207795,110.0,0.008,0
400,10000,0.259258,21654700000000.0,0.668682,110.0,0.0025,0
500,10000,1.26645,27494900000000.0,0.868468,110.0,0.002,0
1000,10000,1.32696,53425900000000.0,1.72166,110.0,0.001,0
5000,10000,0.283875,267586000000000.0,9.69827,110.0,0.0002,0
5,10000,3.10705,1029870000000.0,0.0087543,110.0,0.2,0
10,10000,1.55037,1523720000000.0,0.0181399,110.0,0.1,0
100,10000,0.907053,6358410000000.0,0.17316,110.0,0.01,0
125,10000,0.455286,7885890000000.0,0.205535,110.0,0.008,0
400,10000,0.754854,21752900000000.0,0.678204,110.0,0.0025,0
500,10000,0.815803,26433300000000.0,0.892404,110.0,0.002,0
1000,10000,0.176154,51254800000000.0,1.73802,110.0,0.001,0
5000,10000,0.393983,252858000000000.0,9.63871,110.0,0.0002,0
5,10000,2.76878,1013160000000.0,0.0085234,110.0,0.2,0
10,10000,1.37045,1531280000000.0,0.0182643,110.0,0.1,0
100,10000,0.8189,6484280000000.0,0.176267,110.0,0.01,0
125,10000,0.0908285,7579710000000.0,0.228693,110.0,0.008,0
400,10000,0.213656,21602400000000.0,0.687865,110.0,0.0025,0
500,10000,0.0593255,27465700000000.0,0.862669,110.0,0.002,0
1000,10000,0.220254,51634600000000.0,1.73228,110.0,0.001,0
5000,10000,0.676079,257240000000000.0,9.75957,110.0,0.0002,0
5,10000,1.21625,1041020000000.0,0.0073085,110.0,0.2,0
10,10000,0.40234,1502210000000.0,0.0180189,110.0,0.1,0
100,10000,1.66893,6435780000000.0,0.16603,110.0,0.01,0
125,10000,1.61163,7551550000000.0,0.204381,110.0,0.008,0
400,10000,1.21055,22599500000000.0,0.682823,110.0,0.0025,0
500,10000,0.258336,27179400000000.0,0.861344,110.0,0.002,0
1000,10000,0.37909,53777800000000.0,1.74844,110.0,0.001,0
5000,10000,0.495291,262641000000000.0,9.64773,110.0,0.0002,0
5,10000,2.17683,1033620000000.0,0.0079001,110.0,0.2,0
10,10000,0.528641,1538010000000.0,0.0184591,110.0,0.1,0
100,10000,0.395592,6409320000000.0,0.170798,110.0,0.01,0
125,10000,0.654304,7495770000000.0,0.205169,110.0,0.008,0
400,10000,0.205456,21754600000000.0,0.684892,110.0,0.0025,0
500,10000,0.607584,26476500000000.0,0.862378,110.0,0.002,0
1000,10000,0.13172,52794300000000.0,1.74552,110.0,0.001,0
5000,10000,0.205284,258911000000000.0,9.56059,110.0,0.0002,0
5,10000,2.83855,1062000000000.0,0.0087086,110.0,0.2,0
10,10000,1.16471,1576340000000.0,0.017672,110.0,0.1,0
100,10000,0.387972,6670230000000.0,0.180463,110.0,0.01,0
125,10000,0.33268,7555640000000.0,0.206224,110.0,0.008,0
400,10000,0.238886,21851300000000.0,0.672725,110.0,0.0025,0
500,10000,0.846677,25857200000000.0,0.853479,110.0,0.002,0
1000,10000,0.318921,50194500000000.0,1.76897,110.0,0.001,0
5000,10000,0.143458,244341000000000.0,9.66648,110.0,0.0002,0
5,10000,0.998146,1051440000000.0,0.0083328,110.0,0.2,0
10,10000,1.18699,1546750000000.0,0.0198654,110.0,0.1,0
100,10000,0.263157,6204850000000.0,0.168585,110.0,0.01,0
125,10000,0.360838,7639140000000.0,0.205977,110.0,0.008,0
400,10000,0.914068,21444100000000.0,0.677587,110.0,0.0025,0
500,10000,0.0362936,26877700000000.0,0.85419,110.0,0.002,0
1000,10000,0.324973,51931600000000.0,1.73875,110.0,0.001,0
5000,10000,0.145049,250432000000000.0,9.78434,110.0,0.0002,0
5,10000,0.819287,1054800000000.0,0.0090171,110.0,0.2,0
10,10000,1.55179,1527740000000.0,0.0179191,110.0,0.1,0
100,10000,0.36862,6361510000000.0,0.167521,110.0,0.01,0
125,10000,0.433207,7561230000000.0,0.205361,110.0,0.008,0
400,10000,0.703121,21596700000000.0,0.683366,110.0,0.0025,0
500,10000,0.100583,26295800000000.0,0.855276,110.0,0.002,0
1000,10000,0.544866,49712500000000.0,1.74305,110.0,0.001,0
5000,10000,1.48993,254821000000000.0,9.60733,110.0,0.0002,0
5,10000,2.01782,1094360000000.0,0.008272,110.0,0.2,0
10,10000,1.99918,1566150000000.0,0.0181342,110.0,0.1,0
100,10000,0.934938,6292310000000.0,0.167983,110.0,0.01,0
125,10000,0.284919,7496780000000.0,0.209781,110.0,0.008,0
400,10000,0.50728,22791900000000.0,0.680828,110.0,0.0025,0
500,10000,0.292745,27738800000000.0,0.86845,110.0,0.002,0
1000,10000,0.293669,56175900000000.0,1.76508,110.0,0.001,0
5000,10000,0.352855,274351000000000.0,9.6611,110.0,0.0002,0
5,10000,1.44195,1029090000000.0,0.0086117,110.0,0.2,0
10,10000,1.62542,1527390000000.0,0.0160787,110.0,0.1,0
100,10000,0.702195,6389460000000.0,0.16645,110.0,0.01,0
125,10000,0.0411142,7732380000000.0,0.208904,110.0,0.008,0
400,10000,0.428835,21425100000000.0,0.680908,110.0,0.0025,0
500,10000,0.29053,26354300000000.0,0.845359,110.0,0.002,0
1000,10000,0.451436,52409800000000.0,1.74612,110.0,0.001,0
5000,10000,0.403959,253691000000000.0,9.65602,110.0,0.0002,0
5,10000,0.978857,1007780000000.0,0.0083353,110.0,0.2,0
10,10000,1.13294,1467910000000.0,0.0179297,110.0,0.1,0
100,10000,0.36628,6545870000000.0,0.169659,110.0,0.01,0
125,10000,0.0813169,7554530000000.0,0.206707,110.0,0.008,0
400,10000,0.695505,22170900000000.0,0.671954,110.0,0.0025,0
500,10000,0.0165022,27351900000000.0,0.869745,110.0,0.002,0
1000,10000,0.564229,52584800000000.0,1.75742,110.0,0.001,0
5000,10000,1.13596,254198000000000.0,9.70032,110.0,0.0002,0
5,10000,1.78737,1062010000000.0,0.008537,110.0,0.2,0
10,10000,1.25712,1535510000000.0,0.0179702,110.0,0.1,0
100,10000,0.0882506,6557570000000.0,0.168778,110.0,0.01,0
125,10000,1.12436,7459820000000.0,0.207932,110.0,0.008,0
400,10000,0.539925,22164000000000.0,0.682358,110.0,0.0025,0
500,10000,0.583728,27380600000000.0,0.865779,110.0,0.002,0
1000,10000,0.589225,53748400000000.0,1.76339,110.0,0.001,0
5000,10000,0.367548,263771000000000.0,9.74033,110.0,0.0002,0
5,10000,1.82182,1035240000000.0,0.0086856,110.0,0.2,0
10,10000,0.538389,1508190000000.0,0.017805,110.0,0.1,0
100,10000,0.308635,6243190000000.0,0.168556,110.0,0.01,0
125,10000,0.596744,7756880000000.0,0.206765,110.0,0.008,0
400,10000,0.735307,21402400000000.0,0.693053,110.0,0.0025,0
500,10000,1.2345,27721700000000.0,0.851318,110.0,0.002,0
1000,10000,0.241747,53531600000000.0,1.7376,110.0,0.001,0
5000,10000,0.0597189,255036000000000.0,9.65573,110.0,0.0002,0
5,10000,2.27824,1129350000000.0,0.0083835,110.0,0.2,0
10,10000,1.3759,1596170000000.0,0.0174504,110.0,0.1,0
100,10000,0.392387,6488950000000.0,0.190551,110.0,0.01,0
125,10000,0.147798,7691170000000.0,0.2078,110.0,0.008,0
400,10000,0.779828,22838800000000.0,0.685457,110.0,0.0025,0
500,10000,0.0414724,27486400000000.0,0.859916,110.0,0.002,0
1000,10000,0.563085,51597500000000.0,1.74398,110.0,0.001,0
5000,10000,0.620761,268318000000000.0,9.62685,110.0,0.0002,0
5,10000,0.742622,1081140000000.0,0.0086612,110.0,0.2,0
10,10000,0.274262,1564160000000.0,0.0182186,110.0,0.1,0
100,10000,0.109042,6429200000000.0,0.16661,110.0,0.01,0
125,10000,0.349856,7623020000000.0,0.207447,110.0,0.008,0
400,10000,1.26909,21182500000000.0,0.680661,110.0,0.0025,0
500,10000,0.63957,26938800000000.0,0.860577,110.0,0.002,0
1000,10000,0.514927,52744400000000.0,1.74515,110.0,0.001,0
5000,10000,0.149226,262786000000000.0,9.71779,110.0,0.0002,0
5,10000,2.36065,1063140000000.0,0.0088289,110.0,0.2,0
10,10000,0.850152,1603880000000.0,0.0187878,110.0,0.1,0
100,10000,0.405663,6690650000000.0,0.181229,110.0,0.01,0
125,10000,1.21764,7187570000000.0,0.206356,110.0,0.008,0
400,10000,0.514091,23456200000000.0,0.692648,110.0,0.0025,0
500,10000,1.82558,27781900000000.0,0.849185,110.0,0.002,0
1000,10000,0.300176,55966400000000.0,1.74728,110.0,0.001,0
5000,10000,0.802465,272986000000000.0,9.7504,110.0,0.0002,0
5,10000,1.31634,1024600000000.0,0.0085275,110.0,0.2,0
10,10000,0.453691,1550430000000.0,0.0177654,110.0,0.1,0
100,10000,0.978595,6537180000000.0,0.166942,110.0,0.01,0
125,10000,0.221626,7738260000000.0,0.205362,110.0,0.008,0
400,10000,0.616312,22031800000000.0,0.682174,110.0,0.0025,0
500,10000,0.293943,27707100000000.0,0.841753,110.0,0.002,0
1000,10000,0.311498,55236100000000.0,1.75589,110.0,0.001,0
5000,10000,0.127246,264362000000000.0,9.69015,110.0,0.0002,0
5,10000,2.02335,1042820000000.0,0.0082165,110.0,0.2,0
10,10000,1.77261,1499610000000.0,0.0179587,110.0,0.1,0
100,10000,0.642634,6164440000000.0,0.167997,110.0,0.01,0
125,10000,1.69581,7731630000000.0,0.206158,110.0,0.008,0
400,10000,0.424718,23691500000000.0,0.693493,110.0,0.0025,0
500,10000,0.405601,27337400000000.0,0.867999,110.0,0.002,0
1000,10000,0.27278,54765000000000.0,1.7423,110.0,0.001,0
5000,10000,0.785564,247680000000000.0,9.61509,110.0,0.0002,0
5,10000,2.04801,1040550000000.0,0.0082398,110.0,0.2,0
10,10000,0.0333644,1506760000000.0,0.0177056,110.0,0.1,0
100,10000,0.333447,6266590000000.0,0.179622,110.0,0.01,0
125,10000,0.530138,7628570000000.0,0.206895,110.0,0.008,0
400,10000,0.689151,22440700000000.0,0.673263,110.0,0.0025,0
500,10000,0.685475,27858900000000.0,0.870207,110.0,0.002,0
1000,10000,0.267647,52190300000000.0,1.75551,110.0,0.001,0
5000,10000,0.0202028,260249000000000.0,9.70806,110.0,0.0002,0
5,10000,1.40629,1075610000000.0,0.0082093,110.0,0.2,0
10,10000,0.456613,1548650000000.0,0.0179013,110.0,0.1,0
100,10000,0.015619,6386690000000.0,0.167217,110.0,0.01,0
125,10000,0.442477,7625880000000.0,0.206741,110.0,0.008,0
400,10000,0.760005,21777800000000.0,0.672364,110.0,0.0025,0
500,10000,0.601013,27499300000000.0,0.864774,110.0,0.002,0
1000,10000,0.0597488,53393300000000.0,1.7664,110.0,0.001,0
5000,10000,0.738008,258841000000000.0,9.6807,110.0,0.0002,0
5,10000,2.5229,1057590000000.0,0.0085099,110.0,0.2,0
10,10000,1.87683,1563720000000.0,0.0175899,110.0,0.1,0
100,10000,3.01591,6444760000000.0,0.165973,110.0,0.01,0
125,10000,0.640804,7588670000000.0,0.206249,110.0,0.008,0
400,10000,1.26849,22086500000000.0,0.672274,110.0,0.0025,0
500,10000,0.574346,26645400000000.0,0.8617,110.0,0.002,0
1000,10000,1.03043,52873100000000.0,1.75464,110.0,0.001,0
5000,10000,0.319449,258975000000000.0,9.72543,110.0,0.0002,0
5,10000,0.538313,1075030000000.0,0.0086905,110.0,0.2,0
10,10000,0.290692,1532580000000.0,0.0177429,110.0,0.1,0
100,10000,0.745488,6402980000000.0,0.165695,110.0,0.01,0
125,10000,0.544192,7541410000000.0,0.206875,110.0,0.008,0
400,10000,0.40497,21090100000000.0,0.691808,110.0,0.0025,0
500,10000,0.00114801,26503000000000.0,0.857277,110.0,0.002,0
1000,10000,1.54609,49564200000000.0,1.73232,110.0,0.001,0
5000,10000,0.699021,252843000000000.0,9.69124,110.0,0.0002,0
5,10000,1.54541,993057000000.0,0.008407,110.0,0.2,0
10,10000,1.3867,1503290000000.0,0.0174257,110.0,0.1,0
100,10000,1.61518,6331870000000.0,0.167649,110.0,0.01,0
125,10000,1.36286,7842740000000.0,0.205914,110.0,0.008,0
400,10000,1.27316,22145500000000.0,0.672206,110.0,0.0025,0
500,10000,0.582965,26518800000000.0,0.879886,110.0,0.002,0
1000,10000,0.543263,51361500000000.0,1.74687,110.0,0.001,0
5000,10000,0.456208,257280000000000.0,9.63864,110.0,0.0002,0
5,10000,1.75116,1033590000000.0,0.008535,110.0,0.2,0
10,10000,0.400045,1525940000000.0,0.0174348,110.0,0.1,0
100,10000,0.605676,6256190000000.0,0.169624,110.0,0.01,0
125,10000,0.458111,7380980000000.0,0.206041,110.0,0.008,0
400,10000,0.63579,22340500000000.0,0.671011,110.0,0.0025,0
500,10000,1.54148,27291300000000.0,0.848693,110.0,0.002,0
1000,10000,0.271901,53205500000000.0,1.74044,110.0,0.001,0
5000,10000,0.256264,255805000000000.0,9.64504,110.0,0.0002,0
5,10000,2.00869,1096230000000.0,0.0084894,110.0,0.2,0
10,10000,1.00708,1618150000000.0,0.0175391,110.0,0.1,0
100,10000,1.70363,6389690000000.0,0.167292,110.0,0.01,0
125,10000,2.10896,7473600000000.0,0.20913,110.0,0.008,0
400,10000,0.956294,21567100000000.0,0.66842,110.0,0.0025,0
500,10000,0.883594,26420500000000.0,0.855022,110.0,0.002,0
1000,10000,1.39046,49659800000000.0,1.75046,110.0,0.001,0
5000,10000,0.574508,255362000000000.0,9.7201,110.0,0.0002,0
5,10000,1.24458,1022860000000.0,0.0085353,110.0,0.2,0
10,10000,0.00402115,1510970000000.0,0.0180218,110.0,0.1,0
100,10000,0.125547,6513860000000.0,0.167159,110.0,0.01,0
125,10000,0.4677,7895380000000.0,0.205485,110.0,0.008,0
400,10000,0.246532,22194800000000.0,0.670372,110.0,0.0025,0
500,10000,0.00474306,26258200000000.0,0.863971,110.0,0.002,0
1000,10000,0.569179,51711300000000.0,1.75717,110.0,0.001,0
5000,10000,0.219068,258204000000000.0,9.65255,110.0,0.0002,0
5,10000,1.67984,1095870000000.0,0.008692,110.0,0.2,0
10,10000,0.19795,1617210000000.0,0.0178718,110.0,0.1,0
100,10000,0.119327,6275670000000.0,0.169965,110.0,0.01,0
125,10000,0.360114,7333700000000.0,0.210394,110.0,0.008,0
